"id","label","is_translated","value","created_at","updated_at"
1272,"{""en"":""Reporting unit already calculates its GHG emissions, scope 3 (t CO2eq)"",""pt-PT"":""A unidade de reporte j\u00e1 calcula as suas emiss\u00f5es de GEE, \u00e2mbito 3 (t CO2eq)"",""pt-BR"":""A unidade de reporte j\u00e1 calcula as suas emiss\u00f5es de GEE, \u00e2mbito 3 (t CO2eq)"",""es"":""A unidade de reporte j\u00e1 calcula as suas emiss\u00f5es de GEE, \u00e2mbito 3 (t CO2eq)"",""fr"":""A unidade de reporte j\u00e1 calcula as suas emiss\u00f5es de GEE, \u00e2mbito 3 (t CO2eq)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","reporting-unit-already-calculates-its-ghg-emissions-scope-3-t-co2eq","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1273,"{""en"":""externally purchased - renewable source: Wind"",""pt-PT"":""Adquirida externamente - Fonte renov\u00e1vel: E\u00f3lica"",""pt-BR"":""Adquirida externamente - Fonte renov\u00e1vel: E\u00f3lica"",""es"":""Adquirida externamente - Fonte renov\u00e1vel: E\u00f3lica"",""fr"":""Adquirida externamente - Fonte renov\u00e1vel: E\u00f3lica""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","externally-purchased-renewable-source-wind","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1274,"{""en"":""externally purchased - Renewable source: Hydro"",""pt-PT"":""Adquirida externamente - Fonte renov\u00e1vel: H\u00eddrica"",""pt-BR"":""Adquirida externamente - Fonte renov\u00e1vel: H\u00eddrica"",""es"":""Adquirida externamente - Fonte renov\u00e1vel: H\u00eddrica"",""fr"":""Adquirida externamente - Fonte renov\u00e1vel: H\u00eddrica""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","externally-purchased-renewable-source-hydro","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1275,"{""en"":""externally purchased - Renewable source: Renewable Cogeneration"",""pt-PT"":""Adquirida externamente - Fonte renov\u00e1vel: Cogera\u00e7\u00e3o renov\u00e1vel"",""pt-BR"":""Adquirida externamente - Fonte renov\u00e1vel: Cogera\u00e7\u00e3o renov\u00e1vel"",""es"":""Adquirida externamente - Fonte renov\u00e1vel: Cogera\u00e7\u00e3o renov\u00e1vel"",""fr"":""Adquirida externamente - Fonte renov\u00e1vel: Cogera\u00e7\u00e3o renov\u00e1vel""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","externally-purchased-renewable-source-renewable-cogeneration","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1276,"{""en"":""externally purchased - Renewable source: Geothermal"",""pt-PT"":""Adquirida externamente - Fonte renov\u00e1vel: Geotermia"",""pt-BR"":""Adquirida externamente - Fonte renov\u00e1vel: Geotermia"",""es"":""Adquirida externamente - Fonte renov\u00e1vel: Geotermia"",""fr"":""Adquirida externamente - Fonte renov\u00e1vel: Geotermia""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","externally-purchased-renewable-source-geothermal","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1277,"{""en"":""Externally purchased - Renewable source: Other renewables"",""pt-PT"":""Adquirida externamente - Fonte renov\u00e1vel: Outras renov\u00e1veis"",""pt-BR"":""Adquirida externamente - Fonte renov\u00e1vel: Outras renov\u00e1veis"",""es"":""Adquirida externamente - Fonte renov\u00e1vel: Outras renov\u00e1veis"",""fr"":""Adquirida externamente - Fonte renov\u00e1vel: Outras renov\u00e1veis""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","externally-purchased-renewable-source-other-renewables","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1278,"{""en"":""externally purchased - Non-renewable source: Municipal solid waste"",""pt-PT"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Res\u00edduos s\u00f3lidos urbanos"",""pt-BR"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Res\u00edduos s\u00f3lidos urbanos"",""es"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Res\u00edduos s\u00f3lidos urbanos"",""fr"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Res\u00edduos s\u00f3lidos urbanos""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","externally-purchased-non-renewable-source-municipal-solid-waste","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1279,"{""en"":""Externally procured - Non-renewable source: Fossil cogeneration"",""pt-PT"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Cogera\u00e7\u00e3o f\u00f3ssil"",""pt-BR"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Cogera\u00e7\u00e3o f\u00f3ssil"",""es"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Cogera\u00e7\u00e3o f\u00f3ssil"",""fr"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Cogera\u00e7\u00e3o f\u00f3ssil""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","externally-procured-non-renewable-source-fossil-cogeneration","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1280,"{""en"":""Externally procured - Non-renewable source: Natural gas"",""pt-PT"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: G\u00e1s natural"",""pt-BR"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: G\u00e1s natural"",""es"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: G\u00e1s natural"",""fr"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: G\u00e1s natural""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","externally-procured-non-renewable-source-natural-gas","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1281,"{""en"":""Externally procured - Non-renewable source: Coal"",""pt-PT"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Carv\u00e3o"",""pt-BR"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Carv\u00e3o"",""es"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Carv\u00e3o"",""fr"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Carv\u00e3o""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","externally-procured-non-renewable-source-coal","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1282,"{""en"":""externally purchased - Non-renewable source: Diesel"",""pt-PT"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Diesel"",""pt-BR"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Diesel"",""es"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Diesel"",""fr"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Diesel""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","externally-purchased-non-renewable-source-diesel","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1283,"{""en"":""Externally purchased - Non-renewable source: Fuel oil"",""pt-PT"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Fuel\u00f3leo"",""pt-BR"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Fuel\u00f3leo"",""es"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Fuel\u00f3leo"",""fr"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Fuel\u00f3leo""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","externally-purchased-non-renewable-source-fuel-oil","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1284,"{""en"":""externally purchased - Non-renewable source: Nuclear"",""pt-PT"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Nuclear"",""pt-BR"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Nuclear"",""es"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Nuclear"",""fr"":""Adquirida externamente - Fonte n\u00e3o renov\u00e1vel: Nuclear""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","externally-purchased-non-renewable-source-nuclear","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1285,"{""en"":""Production for own use - Renewable source"",""pt-PT"":""Produ\u00e7\u00e3o para autoconsumo - Fonte renov\u00e1vel"",""pt-BR"":""Produ\u00e7\u00e3o para autoconsumo - Fonte renov\u00e1vel"",""es"":""Produ\u00e7\u00e3o para autoconsumo - Fonte renov\u00e1vel"",""fr"":""Produ\u00e7\u00e3o para autoconsumo - Fonte renov\u00e1vel""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","production-for-own-use-renewable-source","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1286,"{""en"":""Medium or High"",""pt-PT"":""M\u00e9dio ou Alto"",""pt-BR"":""M\u00e9dio ou Alto"",""es"":""M\u00e9dio ou Alto"",""fr"":""M\u00e9dio ou Alto""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","medium-or-high","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1287,"{""en"":""Low or Non-existent"",""pt-PT"":""Baixo ou N\u00e3o Existente"",""pt-BR"":""Baixo ou N\u00e3o Existente"",""es"":""Baixo ou N\u00e3o Existente"",""fr"":""Baixo ou N\u00e3o Existente""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","low-or-non-existent","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1288,"{""en"":""Atmospheric pollutants"",""pt-PT"":""Poluentes atmosf\u00e9ricos"",""pt-BR"":""Poluentes atmosf\u00e9ricos"",""es"":""Poluentes atmosf\u00e9ricos"",""fr"":""Poluentes atmosf\u00e9ricos""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","atmospheric-pollutants","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1289,"{""en"":""Ozone depleting substances"",""pt-PT"":""Sust\u00e2ncias destruidoras da camada de ozono"",""pt-BR"":""Sust\u00e2ncias destruidoras da camada de ozono"",""es"":""Sust\u00e2ncias destruidoras da camada de ozono"",""fr"":""Sust\u00e2ncias destruidoras da camada de ozono""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","ozone-depleting-substances","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1290,"{""en"":""Sent for recycling"",""pt-PT"":""Enviados para reciclagem"",""pt-BR"":""Enviados para reciclagem"",""es"":""Enviados para reciclagem"",""fr"":""Enviados para reciclagem""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","sent-for-recycling","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1291,"{""en"":""Sent for disposal"",""pt-PT"":""Enviados para elimina\u00e7\u00e3o"",""pt-BR"":""Enviados para elimina\u00e7\u00e3o"",""es"":""Enviados para elimina\u00e7\u00e3o"",""fr"":""Enviados para elimina\u00e7\u00e3o""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","sent-for-disposal","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1292,"{""en"":""Hazardous waste"",""pt-PT"":""Res\u00edduos perigosos"",""pt-BR"":""Res\u00edduos perigosos"",""es"":""Res\u00edduos perigosos"",""fr"":""Res\u00edduos perigosos""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","hazardous-waste","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1293,"{""en"":""Radioactive waste"",""pt-PT"":""Res\u00edduos radioativos"",""pt-BR"":""Res\u00edduos radioativos"",""es"":""Res\u00edduos radioativos"",""fr"":""Res\u00edduos radioativos""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","radioactive-waste","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1294,"{""en"":""Nitrates"",""pt-PT"":""Nitratos"",""pt-BR"":""Nitratos"",""es"":""Nitratos"",""fr"":""Nitratos""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","nitrates","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1295,"{""en"":""Fosfates"",""pt-PT"":""Fosfatos"",""pt-BR"":""Fosfatos"",""es"":""Fosfatos"",""fr"":""Fosfatos""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","fosfates","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1296,"{""en"":""Pesticides"",""pt-PT"":""Pesticidas"",""pt-BR"":""Pesticidas"",""es"":""Pesticidas"",""fr"":""Pesticidas""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","pesticides","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1297,"{""en"":""CBO5"",""pt-PT"":""CBO5"",""pt-BR"":""CBO5"",""es"":""CBO5"",""fr"":""CBO5""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","cbo5","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1298,"{""en"":""CQO"",""pt-PT"":""CQO"",""pt-BR"":""CQO"",""es"":""CQO"",""fr"":""CQO""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","cqo","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1299,"{""en"":""SST"",""pt-PT"":""SST"",""pt-BR"":""SST"",""es"":""SST"",""fr"":""SST""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","sst","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1300,"{""en"":""Aluminium"",""pt-PT"":""Alum\u00ednio"",""pt-BR"":""Alum\u00ednio"",""es"":""Alum\u00ednio"",""fr"":""Alum\u00ednio""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","aluminium","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1301,"{""en"":""Total iron"",""pt-PT"":""Ferro total"",""pt-BR"":""Ferro total"",""es"":""Ferro total"",""fr"":""Ferro total""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","total-iron","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1302,"{""en"":""Total manganese"",""pt-PT"":""Mangan\u00e9s total"",""pt-BR"":""Mangan\u00e9s total"",""es"":""Mangan\u00e9s total"",""fr"":""Mangan\u00e9s total""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","total-manganese","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1303,"{""en"":""Free\u00a0residual chloride"",""pt-PT"":""Cloro residual Livre"",""pt-BR"":""Cloro residual Livre"",""es"":""Cloro residual Livre"",""fr"":""Cloro residual Livre""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","free-residual-chloride","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1304,"{""en"":""Total\u00a0residual chloride"",""pt-PT"":""Cloro residual Total"",""pt-BR"":""Cloro residual Total"",""es"":""Cloro residual Total"",""fr"":""Cloro residual Total""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","total-residual-chloride","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1305,"{""en"":""Phenols"",""pt-PT"":""Fen\u00f3is"",""pt-BR"":""Fen\u00f3is"",""es"":""Fen\u00f3is"",""fr"":""Fen\u00f3is""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","phenols","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1306,"{""en"":""Oils and fats"",""pt-PT"":""\u00d3leos e gorduras"",""pt-BR"":""\u00d3leos e gorduras"",""es"":""\u00d3leos e gorduras"",""fr"":""\u00d3leos e gorduras""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","oils-and-fats","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1307,"{""en"":""Sulphides"",""pt-PT"":""Sulfuretos"",""pt-BR"":""Sulfuretos"",""es"":""Sulfuretos"",""fr"":""Sulfuretos""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","sulphides","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1308,"{""en"":""Sulphites"",""pt-PT"":""Sulfitos"",""pt-BR"":""Sulfitos"",""es"":""Sulfitos"",""fr"":""Sulfitos""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","sulphites","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1309,"{""en"":""Sulphates"",""pt-PT"":""Sulfatos"",""pt-BR"":""Sulfatos"",""es"":""Sulfatos"",""fr"":""Sulfatos""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","sulphates","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1310,"{""en"":""Total phosphorus"",""pt-PT"":""F\u00f3sforo Total"",""pt-BR"":""F\u00f3sforo Total"",""es"":""F\u00f3sforo Total"",""fr"":""F\u00f3sforo Total""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","total-phosphorus","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1311,"{""en"":""Ammoniacal\u00a0nitrogen"",""pt-PT"":""Azoto amoniacal"",""pt-BR"":""Azoto amoniacal"",""es"":""Azoto amoniacal"",""fr"":""Azoto amoniacal""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","ammoniacal-nitrogen","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1312,"{""en"":""Total nitrogen"",""pt-PT"":""Azoto total"",""pt-BR"":""Azoto total"",""es"":""Azoto total"",""fr"":""Azoto total""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","total-nitrogen","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1313,"{""en"":""Aldehydes"",""pt-PT"":""Aldeidos"",""pt-BR"":""Aldeidos"",""es"":""Aldeidos"",""fr"":""Aldeidos""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","aldehydes","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1314,"{""en"":""Total arsenic"",""pt-PT"":""Ars\u00e9nio total"",""pt-BR"":""Ars\u00e9nio total"",""es"":""Ars\u00e9nio total"",""fr"":""Ars\u00e9nio total""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","total-arsenic","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1315,"{""en"":""Total lead"",""pt-PT"":""Chumbo total"",""pt-BR"":""Chumbo total"",""es"":""Chumbo total"",""fr"":""Chumbo total""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","total-lead","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1316,"{""en"":""Total cadmium"",""pt-PT"":""C\u00e1dmio total"",""pt-BR"":""C\u00e1dmio total"",""es"":""C\u00e1dmio total"",""fr"":""C\u00e1dmio total""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","total-cadmium","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1317,"{""en"":""Total chromium"",""pt-PT"":""Cr\u00f3mio total"",""pt-BR"":""Cr\u00f3mio total"",""es"":""Cr\u00f3mio total"",""fr"":""Cr\u00f3mio total""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","total-chromium","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1318,"{""en"":""Hexavalent chromium"",""pt-PT"":""Cr\u00f3mio hexavalente"",""pt-BR"":""Cr\u00f3mio hexavalente"",""es"":""Cr\u00f3mio hexavalente"",""fr"":""Cr\u00f3mio hexavalente""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","hexavalent-chromium","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1319,"{""en"":""Total copper"",""pt-PT"":""Cobre total"",""pt-BR"":""Cobre total"",""es"":""Cobre total"",""fr"":""Cobre total""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","total-copper","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1320,"{""en"":""Total nickel"",""pt-PT"":""N\u00edquel total"",""pt-BR"":""N\u00edquel total"",""es"":""N\u00edquel total"",""fr"":""N\u00edquel total""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","total-nickel","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1321,"{""en"":""Total mercury"",""pt-PT"":""Merc\u00fario total"",""pt-BR"":""Merc\u00fario total"",""es"":""Merc\u00fario total"",""fr"":""Merc\u00fario total""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","total-mercury","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1322,"{""en"":""Total cyanide"",""pt-PT"":""Cianetos totais"",""pt-BR"":""Cianetos totais"",""es"":""Cianetos totais"",""fr"":""Cianetos totais""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","total-cyanide","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1323,"{""en"":""Sulphides"",""pt-PT"":""Sulfuretos"",""pt-BR"":""Sulfuretos"",""es"":""Sulfuretos"",""fr"":""Sulfuretos""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","sulphides","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1324,"{""en"":""Mineral oils"",""pt-PT"":""\u00d3leos minerais"",""pt-BR"":""\u00d3leos minerais"",""es"":""\u00d3leos minerais"",""fr"":""\u00d3leos minerais""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","mineral-oils","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1325,"{""en"":""Detergents (lauryl sulfatee and sodium)"",""pt-PT"":""Detergentes (sulfato de lauril e s\u00f3dio)"",""pt-BR"":""Detergentes (sulfato de lauril e s\u00f3dio)"",""es"":""Detergentes (sulfato de lauril e s\u00f3dio)"",""fr"":""Detergentes (sulfato de lauril e s\u00f3dio)""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","detergents-lauryl-sulfatee-and-sodium","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1326,"{""en"":""Total building materials used"",""pt-PT"":""Total dos materiais de edifica\u00e7\u00e3o utilizados"",""pt-BR"":""Total dos materiais de edifica\u00e7\u00e3o utilizados"",""es"":""Total dos materiais de edifica\u00e7\u00e3o utilizados"",""fr"":""Total dos materiais de edifica\u00e7\u00e3o utilizados""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","total-building-materials-used","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1327,"{""en"":""Recovered, recycled and\/or of biological origin materials"",""pt-PT"":""Materiais recuperados, reciclados e\/ou de origem biol\u00f3gica"",""pt-BR"":""Materiais recuperados, reciclados e\/ou de origem biol\u00f3gica"",""es"":""Materiais recuperados, reciclados e\/ou de origem biol\u00f3gica"",""fr"":""Materiais recuperados, reciclados e\/ou de origem biol\u00f3gica""}","{""en"":true,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","recovered-recycled-andor-of-biological-origin-materials","2023-04-05T22:37:05.000Z","2023-04-05T22:37:05.000Z"
1328,"{""en"":""I subscribe to the Declaration of Commitment Renewal"",""pt-PT"":""Subscrevo a Declara\u00e7\u00e3o de Renova\u00e7\u00e3o do Compromisso"",""pt-BR"":""Subscrevo a Declara\u00e7\u00e3o de Renova\u00e7\u00e3o do Compromisso"",""es"":""Suscribo la Declaraci\u00f3n de Renovaci\u00f3n de Compromiso"",""fr"":""Je souscris \u00e0 la D\u00e9claration de renouvellement de l'engagement""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","i-subscribe-to-the-declaration-of-commitment-renewal","2023-04-05T22:37:05.000Z","2023-04-18T22:27:17.000Z"
1329,"{""en"":""Null"",""pt-PT"":""Nulo"",""pt-BR"":""Nulo"",""es"":""Nulo"",""fr"":""Nul""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","null","2023-04-05T22:37:05.000Z","2023-04-18T22:27:17.000Z"
1330,"{""en"":""Pessoas com deficiência"",""pt-PT"":""Pessoas com deficiência"",""pt-BR"":""Pessoas com deficiência"",""es"":""Pessoas com deficiência"",""fr"":""Pessoas com deficiência""}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}",,"2023-05-23T22:51:29.000Z",
1331,"{""en"":""Mulheres"",""pt-PT"":""Mulheres"",""pt-BR"":""Mulheres"",""es"":""Mulheres"",""fr"":""Mulheres""}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}",,"2023-05-23T22:51:29.000Z",
1332,"{""en"":""Pessoas negras"",""pt-PT"":""Pessoas negras"",""pt-BR"":""Pessoas negras"",""es"":""Pessoas negras"",""fr"":""Pessoas negras""}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}",,"2023-05-23T22:51:29.000Z",
1333,"{""en"":""População originárias"",""pt-PT"":""População originárias"",""pt-BR"":""População originárias"",""es"":""População originárias"",""fr"":""População originárias""}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}",,"2023-05-23T22:51:29.000Z",
1334,"{""en"":""LGBTQIAP+"",""pt-PT"":""LGBTQIAP+"",""pt-BR"":""LGBTQIAP+"",""es"":""LGBTQIAP+"",""fr"":""LGBTQIAP+""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}",,"2023-05-23T22:51:29.000Z",
1335,"{""en"":""Faixas geracionais/etárias"",""pt-PT"":""Faixas geracionais/etárias"",""pt-BR"":""Faixas geracionais/etárias"",""es"":""Faixas geracionais/etárias"",""fr"":""Faixas geracionais/etárias""}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}",,"2023-05-23T22:51:29.000Z",
1336,"{""en"":""Refugiados"",""pt-PT"":""Refugiados"",""pt-BR"":""Refugiados"",""es"":""Refugiados"",""fr"":""Refugiados""}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}",,"2023-05-23T22:51:29.000Z",
1337,"{""en"":""Não temos nenhuma meta ou iniciativa"",""pt-PT"":""Não temos nenhuma meta ou iniciativa"",""pt-BR"":""Não temos nenhuma meta ou iniciativa"",""es"":""Não temos nenhuma meta ou iniciativa"",""fr"":""Não temos nenhuma meta ou iniciativa""}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}",,"2023-05-23T22:51:29.000Z",
