"id","note","only","except","parent_id","sdg_id","category_id","order","impact","name","description","is_translated","created_at","updated_at","deleted_at"
125,,,,,,,0,"0.00","{""en"":""Incorporar e fazer o respetivo alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS) para os quais a organização contribui e/ou tem impacto"",""pt-PT"":""Incorporar e fazer o respetivo alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS) para os quais a organização contribui e/ou tem impacto"",""pt-BR"":""Incorporar e fazer o respetivo alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS) para os quais a organização contribui e/ou tem impacto"",""es"":""Incorporar e fazer o respetivo alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS) para os quais a organização contribui e/ou tem impacto"",""fr"":""Incorporar e fazer o respetivo alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS) para os quais a organização contribui e/ou tem impacto""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-06-05T17:56:31.000Z",,
126,,,,,,,0,"0.00","{""en"":""Incorporar princípios e/ou iniciativas de sustentabilidade e monitorizar o desempenho da organização nesse âmbito"",""pt-PT"":""Incorporar princípios e/ou iniciativas de sustentabilidade e monitorizar o desempenho da organização nesse âmbito"",""pt-BR"":""Incorporar princípios e/ou iniciativas de sustentabilidade e monitorizar o desempenho da organização nesse âmbito"",""es"":""Incorporar princípios e/ou iniciativas de sustentabilidade e monitorizar o desempenho da organização nesse âmbito"",""fr"":""Incorporar princípios e/ou iniciativas de sustentabilidade e monitorizar o desempenho da organização nesse âmbito""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-06-05T17:56:46.000Z",,
127,,,,,,,0,"0.00","{""en"":""Definir um plano de transição para mitigação das alterações climáticas"",""pt-PT"":""Definir um plano de transição para mitigação das alterações climáticas"",""pt-BR"":""Definir um plano de transição para mitigação das alterações climáticas"",""es"":""Definir um plano de transição para mitigação das alterações climáticas"",""fr"":""Definir um plano de transição para mitigação das alterações climáticas""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-06-05T17:57:07.000Z",,
128,,,,,,,0,"0.00","{""en"":""Analisar, identificar e gerir riscos e oportunidades relacionados com o clima"",""pt-PT"":""Analisar, identificar e gerir riscos e oportunidades relacionados com o clima"",""pt-BR"":""Analisar, identificar e gerir riscos e oportunidades relacionados com o clima"",""es"":""Analisar, identificar e gerir riscos e oportunidades relacionados com o clima"",""fr"":""Analisar, identificar e gerir riscos e oportunidades relacionados com o clima""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-06-05T17:57:15.000Z",,
129,,,,,,,0,"0.00","{""en"":""Identificar e monitorizar a utilização de substâncias perigosas e preocupantes"",""pt-PT"":""Identificar e monitorizar a utilização de substâncias perigosas e preocupantes"",""pt-BR"":""Identificar e monitorizar a utilização de substâncias perigosas e preocupantes"",""es"":""Identificar e monitorizar a utilização de substâncias perigosas e preocupantes"",""fr"":""Identificar e monitorizar a utilização de substâncias perigosas e preocupantes""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-06-05T17:57:23.000Z",,
130,,,,,,,0,"0.00","{""en"":""Identificar e monitorizar a emissão de poluentes para o meio ambiente"",""pt-PT"":""Identificar e monitorizar a emissão de poluentes para o meio ambiente"",""pt-BR"":""Identificar e monitorizar a emissão de poluentes para o meio ambiente"",""es"":""Identificar e monitorizar a emissão de poluentes para o meio ambiente"",""fr"":""Identificar e monitorizar a emissão de poluentes para o meio ambiente""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-06-05T17:57:44.000Z",,
131,,,,,,,0,"0.00","{""en"":""Definir um plano de prevenção, mitigação e controlo da poluição"",""pt-PT"":""Definir um plano de prevenção, mitigação e controlo da poluição"",""pt-BR"":""Definir um plano de prevenção, mitigação e controlo da poluição"",""es"":""Definir um plano de prevenção, mitigação e controlo da poluição"",""fr"":""Definir um plano de prevenção, mitigação e controlo da poluição""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-06-05T17:58:03.000Z",,
132,,,,,,,0,"0.00","{""en"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a poluição"",""pt-PT"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a poluição"",""pt-BR"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a poluição"",""es"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a poluição"",""fr"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a poluição""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-06-05T17:58:11.000Z",,
133,,,,,,,0,"0.00","{""en"":""Analisar, identificar e gerir riscos e oportunidades relacionados com recursos hídricos"",""pt-PT"":""Analisar, identificar e gerir riscos e oportunidades relacionados com recursos hídricos"",""pt-BR"":""Analisar, identificar e gerir riscos e oportunidades relacionados com recursos hídricos"",""es"":""Analisar, identificar e gerir riscos e oportunidades relacionados com recursos hídricos"",""fr"":""Analisar, identificar e gerir riscos e oportunidades relacionados com recursos hídricos""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-06-05T17:58:17.000Z",,
134,,,,,,,0,"0.00","{""en"":""Criar um plano para mitigar e compensar perdas de biodiversidade e de ecossistemas"",""pt-PT"":""Criar um plano para mitigar e compensar perdas de biodiversidade e de ecossistemas"",""pt-BR"":""Criar um plano para mitigar e compensar perdas de biodiversidade e de ecossistemas"",""es"":""Criar um plano para mitigar e compensar perdas de biodiversidade e de ecossistemas"",""fr"":""Criar um plano para mitigar e compensar perdas de biodiversidade e de ecossistemas""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-06-05T17:58:30.000Z",,
135,,,,,,,0,"0.00","{""en"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a biodiversidade e ecossistemas"",""pt-PT"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a biodiversidade e ecossistemas"",""pt-BR"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a biodiversidade e ecossistemas"",""es"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a biodiversidade e ecossistemas"",""fr"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a biodiversidade e ecossistemas""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-06-05T17:58:37.000Z",,
136,,,,,,,0,"0.00","{""en"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a utilização de recursos e economia circular"",""pt-PT"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a utilização de recursos e economia circular"",""pt-BR"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a utilização de recursos e economia circular"",""es"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a utilização de recursos e economia circular"",""fr"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a utilização de recursos e economia circular""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-06-05T17:58:51.000Z",,
137,,,,,,,0,"0.00","{""en"":""Definir um plano de transição para mitigação das alterações climáticas"",""pt-PT"":""Definir um plano de transição para mitigação das alterações climáticas"",""pt-BR"":""Definir um plano de transição para mitigação das alterações climáticas"",""es"":""Definir um plano de transição para mitigação das alterações climáticas"",""fr"":""Definir um plano de transição para mitigação das alterações climáticas""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-05-12T15:31:21.000Z",,
138,,,,,,,0,"0.00","{""en"":""Analisar, identificar e gerir riscos e oportunidades relacionados com o clima"",""pt-PT"":""Analisar, identificar e gerir riscos e oportunidades relacionados com o clima"",""pt-BR"":""Analisar, identificar e gerir riscos e oportunidades relacionados com o clima"",""es"":""Analisar, identificar e gerir riscos e oportunidades relacionados com o clima"",""fr"":""Analisar, identificar e gerir riscos e oportunidades relacionados com o clima""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-05-12T16:04:12.000Z",,
139,,,,,,,0,"0.00","{""en"":""Identificar e monitorizar a utilização de substâncias perigosas e preocupantes"",""pt-PT"":""Identificar e monitorizar a utilização de substâncias perigosas e preocupantes"",""pt-BR"":""Identificar e monitorizar a utilização de substâncias perigosas e preocupantes"",""es"":""Identificar e monitorizar a utilização de substâncias perigosas e preocupantes"",""fr"":""Identificar e monitorizar a utilização de substâncias perigosas e preocupantes""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-05-14T19:13:20.000Z",,
140,,,,,,,0,"0.00","{""en"":""Identificar e monitorizar a emissão de poluentes para o meio ambiente"",""pt-PT"":""Identificar e monitorizar a emissão de poluentes para o meio ambiente"",""pt-BR"":""Identificar e monitorizar a emissão de poluentes para o meio ambiente"",""es"":""Identificar e monitorizar a emissão de poluentes para o meio ambiente"",""fr"":""Identificar e monitorizar a emissão de poluentes para o meio ambiente""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-05-14T19:33:30.000Z",,
141,,,,,,,0,"0.00","{""en"":""Definir um plano de prevenção, mitigação e controlo da poluição."",""pt-PT"":""Definir um plano de prevenção, mitigação e controlo da poluição."",""pt-BR"":""Definir um plano de prevenção, mitigação e controlo da poluição."",""es"":""Definir um plano de prevenção, mitigação e controlo da poluição."",""fr"":""Definir um plano de prevenção, mitigação e controlo da poluição.""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-05-14T22:08:08.000Z",,
142,,,,,,,0,"0.00","{""en"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a poluição"",""pt-PT"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a poluição"",""pt-BR"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a poluição"",""es"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a poluição"",""fr"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a poluição""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-05-14T22:48:35.000Z",,
143,,,,,,,0,"0.00","{""en"":""Analisar, identificar e gerir riscos e oportunidades relacionados com recursos hídricos"",""pt-PT"":""Analisar, identificar e gerir riscos e oportunidades relacionados com recursos hídricos"",""pt-BR"":""Analisar, identificar e gerir riscos e oportunidades relacionados com recursos hídricos"",""es"":""Analisar, identificar e gerir riscos e oportunidades relacionados com recursos hídricos"",""fr"":""Analisar, identificar e gerir riscos e oportunidades relacionados com recursos hídricos""}","{""en"":null,""pt-PT"":null,""pt-BR"":null,""es"":null,""fr"":null}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-05-17T12:59:43.000Z",,
144,,,,,,108,0,"0.00","{""en"":""Criar um plano para mitigar e compensar perdas de biodiversidade e de ecossistemas"",""pt-PT"":""Criar um plano para mitigar e compensar perdas de biodiversidade e de ecossistemas"",""pt-BR"":""Criar um plano para mitigar e compensar perdas de biodiversidade e de ecossistemas"",""es"":""Criar um plano para mitigar e compensar perdas de biodiversidade e de ecossistemas"",""fr"":""Criar um plano para mitigar e compensar perdas de biodiversidade e de ecossistemas""}","{""en"":""Criar um plano para mitigar e compensar perdas de biodiversidade e de ecossistemas"",""pt-PT"":""Criar um plano para mitigar e compensar perdas de biodiversidade e de ecossistemas"",""pt-BR"":""Criar um plano para mitigar e compensar perdas de biodiversidade e de ecossistemas"",""es"":""Criar um plano para mitigar e compensar perdas de biodiversidade e de ecossistemas"",""fr"":""Criar um plano para mitigar e compensar perdas de biodiversidade e de ecossistemas""}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-05-18T10:04:51.000Z",,
145,,,,,,108,0,"0.00","{""en"":""Criar procedimentos e/ou políticas de correta utilização dos solos"",""pt-PT"":""Criar procedimentos e/ou políticas de correta utilização dos solos"",""pt-BR"":""Criar procedimentos e/ou políticas de correta utilização dos solos"",""es"":""Criar procedimentos e/ou políticas de correta utilização dos solos"",""fr"":""Criar procedimentos e/ou políticas de correta utilização dos solos""}","{""en"":""Criar procedimentos e/ou políticas de correta utilização dos solos"",""pt-PT"":""Criar procedimentos e/ou políticas de correta utilização dos solos"",""pt-BR"":""Criar procedimentos e/ou políticas de correta utilização dos solos"",""es"":""Criar procedimentos e/ou políticas de correta utilização dos solos"",""fr"":""Criar procedimentos e/ou políticas de correta utilização dos solos""}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-05-18T10:36:19.000Z",,
146,,,,,,108,0,"0.00","{""en"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a biodiversidade e ecossistemas"",""pt-PT"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a biodiversidade e ecossistemas"",""pt-BR"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a biodiversidade e ecossistemas"",""es"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a biodiversidade e ecossistemas"",""fr"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a biodiversidade e ecossistemas""}","{""en"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a biodiversidade e ecossistemas"",""pt-PT"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a biodiversidade e ecossistemas"",""pt-BR"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a biodiversidade e ecossistemas"",""es"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a biodiversidade e ecossistemas"",""fr"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a biodiversidade e ecossistemas""}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-05-18T11:38:37.000Z",,
147,,,,,,109,0,"0.00","{""en"":""Analisar a monitorizar os resíduos produzidos"",""pt-PT"":""Analisar a monitorizar os resíduos produzidos"",""pt-BR"":""Analisar a monitorizar os resíduos produzidos"",""es"":""Analisar a monitorizar os resíduos produzidos"",""fr"":""Analisar a monitorizar os resíduos produzidos""}","{""en"":""Analisar a monitorizar os resíduos produzidos"",""pt-PT"":""Analisar a monitorizar os resíduos produzidos"",""pt-BR"":""Analisar a monitorizar os resíduos produzidos"",""es"":""Analisar a monitorizar os resíduos produzidos"",""fr"":""Analisar a monitorizar os resíduos produzidos""}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-05-22T09:11:32.000Z",,
148,,,,,,109,0,"0.00","{""en"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a utilização de recursos e economia circular"",""pt-PT"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a utilização de recursos e economia circular"",""pt-BR"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a utilização de recursos e economia circular"",""es"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a utilização de recursos e economia circular"",""fr"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a utilização de recursos e economia circular""}","{""en"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a utilização de recursos e economia circular"",""pt-PT"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a utilização de recursos e economia circular"",""pt-BR"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a utilização de recursos e economia circular"",""es"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a utilização de recursos e economia circular"",""fr"":""Analisar, identificar e gerir riscos e oportunidades relacionados com a utilização de recursos e economia circular""}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-05-22T17:09:07.000Z",,
149,,,,,,114,0,"0.00","{""en"":""Incorporar e fazer o respetivo alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS) para os quais a organização contribui e/ou tem impacto"",""pt-PT"":""Incorporar e fazer o respetivo alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS) para os quais a organização contribui e/ou tem impacto"",""pt-BR"":""Incorporar e fazer o respetivo alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS) para os quais a organização contribui e/ou tem impacto"",""es"":""Incorporar e fazer o respetivo alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS) para os quais a organização contribui e/ou tem impacto"",""fr"":""Incorporar e fazer o respetivo alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS) para os quais a organização contribui e/ou tem impacto""}","{""en"":""Incorporar e fazer o respetivo alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS) para os quais a organização contribui e/ou tem impacto"",""pt-PT"":""Incorporar e fazer o respetivo alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS) para os quais a organização contribui e/ou tem impacto"",""pt-BR"":""Incorporar e fazer o respetivo alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS) para os quais a organização contribui e/ou tem impacto"",""es"":""Incorporar e fazer o respetivo alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS) para os quais a organização contribui e/ou tem impacto"",""fr"":""Incorporar e fazer o respetivo alinhamento com os Objetivos de Desenvolvimento Sustentável (ODS) para os quais a organização contribui e/ou tem impacto""}","{""en"":false,""pt-PT"":true,""pt-BR"":false,""es"":false,""fr"":false}","2023-05-24T18:48:43.000Z",,
